ConsultationID,Date,ConsultantID,ConsultantName,RegionID,StylistID,ClientID,ServiceID,ServiceName,ServiceCategory,ColourSeasonID,MainSeason,RevenueActual_GBP,RevenuePotential_GBP,Status,IsNewClient,NPS_Score,DeliveryMode,Year,MonthNum,MonthName,QuarterYear
CN0026086,2024-08-19,CON022,Lucy Harris,RG02,STY063,CL2663,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,409.44,409.44,Completed,Yes,8,In-Person,2024,08,August,Q3 2024
CN0026087,2024-08-19,CON022,Lucy Harris,RG02,STY065,CL0595,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,0,273.15,No-Show,No,,In-Person,2024,08,August,Q3 2024
CN0026088,2024-08-19,CON024,Amy Thompson,RG04,STY070,CL1195,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,103.66,103.66,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026089,2024-08-19,CON024,Amy Thompson,RG04,STY070,CL1155,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,183.1,183.1,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026090,2024-08-19,CON025,Natalie Garcia,RG05,STY072,CL0494,SV12,Colour Fan Replacement,Replacement colour fan for existing clients.,CS01,Spring,53.11,53.11,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026091,2024-08-19,CON025,Natalie Garcia,RG05,STY073,CL2268,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,306.36,306.36,Completed,Yes,8,In-Person,2024,08,August,Q3 2024
CN0026092,2024-08-20,CON001,Sophie Marlowe,RG01,STY001,CL0917,SV10,Follow-up Consultation,Review for existing clients.,CS08,Autumn,81.12,81.12,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026093,2024-08-20,CON001,Sophie Marlowe,RG01,STY002,CL0708,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS01,Spring,185.48,185.48,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026094,2024-08-20,CON002,Emma Patel,RG02,STY003,CL2686,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS07,Autumn,145.51,145.51,Completed,No,6,Online,2024,08,August,Q3 2024
CN0026095,2024-08-20,CON002,Emma Patel,RG02,STY006,CL1682,SV10,Follow-up Consultation,Review for existing clients.,CS09,Autumn,115.84,115.84,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026096,2024-08-20,CON003,Claire Hughes,RG03,STY008,CL1120,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS11,Winter,0,412.7,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026097,2024-08-20,CON004,Lisa Carter,RG04,STY013,CL1124,SV10,Follow-up Consultation,Review for existing clients.,CS11,Winter,109.86,109.86,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026098,2024-08-20,CON005,Sarah Walsh,RG05,STY014,CL2601,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,207.44,207.44,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026099,2024-08-20,CON005,Sarah Walsh,RG05,STY016,CL2001,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,422.51,422.51,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026100,2024-08-20,CON006,Anna Singh,RG06,STY018,CL0797,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,291.39,291.39,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026101,2024-08-20,CON006,Anna Singh,RG06,STY018,CL2854,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,304.11,304.11,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026102,2024-08-20,CON007,Kate Okoye,RG07,STY021,CL1652,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,297.39,297.39,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026103,2024-08-20,CON007,Kate Okoye,RG07,STY022,CL1896,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS06,Summer,214.94,214.94,Completed,Yes,7,In-Person,2024,08,August,Q3 2024
CN0026104,2024-08-20,CON007,Kate Okoye,RG07,STY022,CL2270,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS10,Winter,436.23,436.23,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026105,2024-08-20,CON008,Helen Chen,RG08,STY023,CL0779,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,270.94,270.94,Completed,Yes,8,In-Person,2024,08,August,Q3 2024
CN0026106,2024-08-20,CON009,Fiona Williams,RG09,STY026,CL1858,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,198.36,198.36,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026107,2024-08-20,CON009,Fiona Williams,RG09,STY027,CL1431,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,431.63,431.63,Completed,Yes,8,In-Person,2024,08,August,Q3 2024
CN0026108,2024-08-20,CON012,David Brown,RG02,STY036,CL0810,SV10,Follow-up Consultation,Review for existing clients.,CS06,Summer,93.39,93.39,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026109,2024-08-20,CON013,Mark Taylor,RG03,STY038,CL2685,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS11,Winter,92.13,92.13,Completed,Yes,6,In-Person,2024,08,August,Q3 2024
CN0026110,2024-08-20,CON013,Mark Taylor,RG03,STY038,CL0476,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS09,Autumn,180.22,180.22,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026111,2024-08-20,CON013,Mark Taylor,RG03,STY037,CL1085,SV10,Follow-up Consultation,Review for existing clients.,CS12,Winter,99.63,99.63,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026112,2024-08-20,CON014,Tom Davis,RG04,STY041,CL2786,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS10,Winter,216.8,216.8,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026113,2024-08-20,CON014,Tom Davis,RG04,STY041,CL1024,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,0,110.09,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026114,2024-08-20,CON014,Tom Davis,RG04,STY039,CL0192,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS06,Summer,0,107.34,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026115,2024-08-20,CON015,Raj Miller,RG05,STY042,CL0211,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS01,Spring,108.16,108.16,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026116,2024-08-20,CON016,Liam Wilson,RG06,STY044,CL2190,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,441.31,441.31,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026117,2024-08-20,CON016,Liam Wilson,RG06,STY046,CL0388,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,276.82,276.82,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026118,2024-08-20,CON017,Michael Moore,RG07,STY049,CL2995,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS10,Winter,88.03,88.03,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026119,2024-08-20,CON017,Michael Moore,RG07,STY047,CL0065,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS11,Winter,153.57,153.57,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026120,2024-08-20,CON017,Michael Moore,RG07,STY048,CL2175,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,0,283.83,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026121,2024-08-20,CON018,Oliver Anderson,RG08,STY050,CL2698,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,152.69,152.69,Completed,No,8,Online,2024,08,August,Q3 2024
CN0026122,2024-08-20,CON018,Oliver Anderson,RG08,STY051,CL2152,SV10,Follow-up Consultation,Review for existing clients.,CS04,Summer,102.56,102.56,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026123,2024-08-20,CON020,Andrew Jackson,RG10,STY055,CL0591,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,289.52,289.52,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026124,2024-08-20,CON020,Andrew Jackson,RG10,STY056,CL0887,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS05,Summer,133.24,133.24,Completed,No,8,Online,2024,08,August,Q3 2024
CN0026125,2024-08-20,CON022,Lucy Harris,RG02,STY065,CL2138,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS05,Summer,443.62,443.62,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026126,2024-08-20,CON023,Charlotte Martin,RG03,STY066,CL1193,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS01,Spring,145.13,145.13,Completed,No,10,Online,2024,08,August,Q3 2024
CN0026127,2024-08-20,CON023,Charlotte Martin,RG03,STY066,CL2254,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS07,Autumn,118.21,118.21,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026128,2024-08-20,CON023,Charlotte Martin,RG03,STY067,CL0519,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS01,Spring,0,137.15,No-Show,No,,In-Person,2024,08,August,Q3 2024
CN0026129,2024-08-20,CON023,Charlotte Martin,RG03,STY066,CL2937,SV10,Follow-up Consultation,Review for existing clients.,CS01,Spring,99.52,99.52,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026130,2024-08-20,CON024,Amy Thompson,RG04,STY071,CL0791,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,288.66,288.66,Completed,Yes,5,In-Person,2024,08,August,Q3 2024
CN0026131,2024-08-20,CON024,Amy Thompson,RG04,STY068,CL0501,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS08,Autumn,168.17,168.17,Completed,No,9,Online,2024,08,August,Q3 2024
CN0026132,2024-08-20,CON025,Natalie Garcia,RG05,STY074,CL2055,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS09,Autumn,219.61,219.61,Completed,Yes,6,In-Person,2024,08,August,Q3 2024
CN0026133,2024-08-20,CON025,Natalie Garcia,RG05,STY074,CL1906,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS03,Spring,132.21,132.21,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026134,2024-08-20,CON025,Natalie Garcia,RG05,STY074,CL1552,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS08,Autumn,158.38,158.38,Completed,No,6,Online,2024,08,August,Q3 2024
CN0026135,2024-08-21,CON001,Sophie Marlowe,RG01,STY002,CL0553,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS07,Autumn,0,148.82,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026136,2024-08-21,CON001,Sophie Marlowe,RG01,STY002,CL2910,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,215.66,215.66,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026137,2024-08-21,CON003,Claire Hughes,RG03,STY007,CL1166,SV10,Follow-up Consultation,Review for existing clients.,CS07,Autumn,82.55,82.55,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026138,2024-08-21,CON003,Claire Hughes,RG03,STY009,CL2836,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,438.59,438.59,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026139,2024-08-21,CON003,Claire Hughes,RG03,STY009,CL1105,SV10,Follow-up Consultation,Review for existing clients.,CS01,Spring,106.47,106.47,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026140,2024-08-21,CON004,Lisa Carter,RG04,STY013,CL1283,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS11,Winter,0,212.34,No-Show,Yes,,In-Person,2024,08,August,Q3 2024
CN0026141,2024-08-21,CON004,Lisa Carter,RG04,STY012,CL2034,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS10,Winter,209.64,209.64,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026142,2024-08-21,CON004,Lisa Carter,RG04,STY012,CL2397,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS07,Autumn,207.6,207.6,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026143,2024-08-21,CON004,Lisa Carter,RG04,STY013,CL0855,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,291.33,291.33,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026144,2024-08-21,CON005,Sarah Walsh,RG05,STY016,CL1344,SV06,Personal Shopping,Guided shopping trip with stylist.,CS11,Winter,287.07,287.07,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026145,2024-08-21,CON005,Sarah Walsh,RG05,STY016,CL2523,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS02,Spring,206.48,206.48,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026146,2024-08-21,CON006,Anna Singh,RG06,STY018,CL0925,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS12,Winter,89.11,89.11,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026147,2024-08-21,CON006,Anna Singh,RG06,STY019,CL1394,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,197.31,197.31,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026148,2024-08-21,CON006,Anna Singh,RG06,STY018,CL0314,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS09,Autumn,162.1,162.1,Completed,No,10,Online,2024,08,August,Q3 2024
CN0026149,2024-08-21,CON007,Kate Okoye,RG07,STY022,CL0302,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,293.85,293.85,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026150,2024-08-21,CON007,Kate Okoye,RG07,STY021,CL2254,SV10,Follow-up Consultation,Review for existing clients.,CS10,Winter,0,96.25,Cancelled,No,,In-Person,2024,08,August,Q3 2024
CN0026151,2024-08-21,CON007,Kate Okoye,RG07,STY022,CL0787,SV10,Follow-up Consultation,Review for existing clients.,CS07,Autumn,91.14,91.14,Completed,No,5,In-Person,2024,08,August,Q3 2024
CN0026152,2024-08-21,CON007,Kate Okoye,RG07,STY020,CL2100,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,436.4,436.4,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026153,2024-08-21,CON008,Helen Chen,RG08,STY023,CL0883,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS12,Winter,120.91,120.91,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026154,2024-08-21,CON008,Helen Chen,RG08,STY024,CL0894,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS02,Spring,262.19,262.19,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026155,2024-08-21,CON009,Fiona Williams,RG09,STY025,CL2582,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,429.01,429.01,Completed,Yes,7,In-Person,2024,08,August,Q3 2024
CN0026156,2024-08-21,CON009,Fiona Williams,RG09,STY027,CL2448,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,154.93,154.93,Completed,Yes,9,Online,2024,08,August,Q3 2024
CN0026157,2024-08-21,CON009,Fiona Williams,RG09,STY025,CL2146,SV10,Follow-up Consultation,Review for existing clients.,CS10,Winter,99.2,99.2,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026158,2024-08-21,CON010,Rachel Johnson,RG10,STY029,CL0298,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS08,Autumn,213.01,213.01,Completed,Yes,7,In-Person,2024,08,August,Q3 2024
CN0026159,2024-08-21,CON010,Rachel Johnson,RG10,STY029,CL2350,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS05,Summer,435.86,435.86,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026160,2024-08-21,CON012,David Brown,RG02,STY034,CL0548,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,270.42,270.42,Completed,Yes,5,In-Person,2024,08,August,Q3 2024
CN0026161,2024-08-21,CON012,David Brown,RG02,STY036,CL0048,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,410.07,410.07,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026162,2024-08-21,CON012,David Brown,RG02,STY035,CL0720,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS06,Summer,119.98,119.98,Completed,Yes,10,In-Person,2024,08,August,Q3 2024
CN0026163,2024-08-21,CON013,Mark Taylor,RG03,STY038,CL2853,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS10,Winter,143.0,143.0,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026164,2024-08-21,CON013,Mark Taylor,RG03,STY038,CL0480,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS01,Spring,157.98,157.98,Completed,Yes,7,Online,2024,08,August,Q3 2024
CN0026165,2024-08-21,CON014,Tom Davis,RG04,STY041,CL1925,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,296.81,296.81,Completed,No,5,In-Person,2024,08,August,Q3 2024
CN0026166,2024-08-21,CON015,Raj Miller,RG05,STY042,CL2875,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,417.35,417.35,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026167,2024-08-21,CON015,Raj Miller,RG05,STY042,CL0423,SV06,Personal Shopping,Guided shopping trip with stylist.,CS04,Summer,298.19,298.19,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026168,2024-08-21,CON015,Raj Miller,RG05,STY042,CL0914,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS07,Autumn,257.33,257.33,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026169,2024-08-21,CON016,Liam Wilson,RG06,STY046,CL1511,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,276.09,276.09,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026170,2024-08-21,CON016,Liam Wilson,RG06,STY046,CL1089,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS01,Spring,216.93,216.93,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026171,2024-08-21,CON016,Liam Wilson,RG06,STY045,CL2814,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,427.0,427.0,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026172,2024-08-21,CON017,Michael Moore,RG07,STY048,CL0322,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS03,Spring,151.32,151.32,Completed,No,9,Online,2024,08,August,Q3 2024
CN0026173,2024-08-21,CON017,Michael Moore,RG07,STY048,CL1407,SV10,Follow-up Consultation,Review for existing clients.,CS08,Autumn,107.75,107.75,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026174,2024-08-21,CON017,Michael Moore,RG07,STY047,CL1147,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,273.12,273.12,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026175,2024-08-21,CON018,Oliver Anderson,RG08,STY051,CL2821,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS07,Autumn,101.89,101.89,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026176,2024-08-21,CON018,Oliver Anderson,RG08,STY050,CL2779,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS12,Winter,197.29,197.29,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026177,2024-08-21,CON018,Oliver Anderson,RG08,STY052,CL1810,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,0,443.68,No-Show,No,,In-Person,2024,08,August,Q3 2024
CN0026178,2024-08-21,CON019,Peter Thomas,RG09,STY054,CL2173,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,218.46,218.46,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026179,2024-08-21,CON019,Peter Thomas,RG09,STY053,CL1609,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS12,Winter,149.96,149.96,Completed,Yes,5,In-Person,2024,08,August,Q3 2024
CN0026180,2024-08-21,CON023,Charlotte Martin,RG03,STY067,CL2733,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS12,Winter,0,132.52,Cancelled,Yes,,Online,2024,08,August,Q3 2024
CN0026181,2024-08-21,CON023,Charlotte Martin,RG03,STY066,CL2802,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,299.8,299.8,Completed,No,5,In-Person,2024,08,August,Q3 2024
CN0026182,2024-08-21,CON023,Charlotte Martin,RG03,STY066,CL2679,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,272.28,272.28,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026183,2024-08-21,CON024,Amy Thompson,RG04,STY071,CL0717,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,295.54,295.54,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026184,2024-08-21,CON024,Amy Thompson,RG04,STY070,CL0077,SV10,Follow-up Consultation,Review for existing clients.,CS04,Summer,118.14,118.14,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026185,2024-08-21,CON025,Natalie Garcia,RG05,STY073,CL2164,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,146.4,146.4,Completed,Yes,9,Online,2024,08,August,Q3 2024
CN0026186,2024-08-22,CON001,Sophie Marlowe,RG01,STY001,CL0620,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,293.91,293.91,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026187,2024-08-22,CON001,Sophie Marlowe,RG01,STY002,CL1855,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS11,Winter,187.31,187.31,Completed,No,6,In-Person,2024,08,August,Q3 2024
CN0026188,2024-08-22,CON001,Sophie Marlowe,RG01,STY002,CL1295,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS03,Spring,426.83,426.83,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026189,2024-08-22,CON002,Emma Patel,RG02,STY003,CL1351,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,430.04,430.04,Completed,No,5,In-Person,2024,08,August,Q3 2024
CN0026190,2024-08-22,CON003,Claire Hughes,RG03,STY007,CL1121,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS12,Winter,232.14,232.14,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026191,2024-08-22,CON003,Claire Hughes,RG03,STY008,CL2933,SV10,Follow-up Consultation,Review for existing clients.,CS09,Autumn,0,104.73,Cancelled,Yes,,In-Person,2024,08,August,Q3 2024
CN0026192,2024-08-22,CON003,Claire Hughes,RG03,STY007,CL2677,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS11,Winter,419.8,419.8,Completed,No,8,In-Person,2024,08,August,Q3 2024
CN0026193,2024-08-22,CON003,Claire Hughes,RG03,STY007,CL0013,SV10,Follow-up Consultation,Review for existing clients.,CS03,Spring,105.76,105.76,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026194,2024-08-22,CON004,Lisa Carter,RG04,STY010,CL2341,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS03,Spring,145.2,145.2,Completed,No,5,In-Person,2024,08,August,Q3 2024
CN0026195,2024-08-22,CON004,Lisa Carter,RG04,STY013,CL0656,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS09,Autumn,212.35,212.35,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026196,2024-08-22,CON004,Lisa Carter,RG04,STY013,CL2580,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,191.21,191.21,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026197,2024-08-22,CON004,Lisa Carter,RG04,STY011,CL0820,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,280.31,280.31,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026198,2024-08-22,CON005,Sarah Walsh,RG05,STY017,CL2962,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS02,Spring,124.96,124.96,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026199,2024-08-22,CON005,Sarah Walsh,RG05,STY017,CL2938,SV06,Personal Shopping,Guided shopping trip with stylist.,CS05,Summer,305.17,305.17,Completed,No,7,In-Person,2024,08,August,Q3 2024
CN0026200,2024-08-22,CON005,Sarah Walsh,RG05,STY016,CL2474,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,307.74,307.74,Completed,Yes,9,In-Person,2024,08,August,Q3 2024
CN0026201,2024-08-22,CON005,Sarah Walsh,RG05,STY017,CL1452,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,270.5,270.5,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026202,2024-08-22,CON006,Anna Singh,RG06,STY019,CL2861,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS06,Summer,166.11,166.11,Completed,Yes,8,Online,2024,08,August,Q3 2024
CN0026203,2024-08-22,CON006,Anna Singh,RG06,STY018,CL0685,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS04,Summer,95.55,95.55,Completed,No,9,In-Person,2024,08,August,Q3 2024
CN0026204,2024-08-22,CON007,Kate Okoye,RG07,STY020,CL0164,SV06,Personal Shopping,Guided shopping trip with stylist.,CS04,Summer,291.97,291.97,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026205,2024-08-22,CON008,Helen Chen,RG08,STY023,CL1028,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,194.44,194.44,Completed,Yes,7,In-Person,2024,08,August,Q3 2024
CN0026206,2024-08-22,CON008,Helen Chen,RG08,STY023,CL2370,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS11,Winter,96.2,96.2,Completed,No,10,In-Person,2024,08,August,Q3 2024
CN0026207,2024-08-22,CON008,Helen Chen,RG08,STY024,CL2162,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,434.53,434.53,Completed,No,8,In-Person,2024,08,August,Q3 2024
